"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","id","Date"
2008,6,22,7,2137,2050,2345,2312,"UA",117,"N561UA",248,262,227,33,47,"ORD","SEA",1721,6,15,0,"",0,10,0,0,0,23,121526338,"2008/6/22"
2008,6,23,1,2056,2045,2316,2307,"UA",117,"N528UA",260,262,235,9,11,"ORD","SEA",1721,9,16,0,"",0,NA,NA,NA,NA,NA,121526339,"2008/6/23"
2008,6,24,2,2046,2045,2300,2307,"UA",117,"N501UA",254,262,236,-7,1,"ORD","SEA",1721,5,13,0,"",0,NA,NA,NA,NA,NA,121526340,"2008/6/24"
2008,6,25,3,2044,2045,2303,2307,"UA",117,"N538UA",259,262,247,-4,-1,"ORD","SEA",1721,3,9,0,"",0,NA,NA,NA,NA,NA,121526341,"2008/6/25"
2008,6,26,4,2103,2045,2358,2307,"UA",117,"N593UA",295,262,243,51,18,"ORD","SEA",1721,4,48,0,"",0,18,0,33,0,0,121526342,"2008/6/26"
2008,6,27,5,2046,2045,2331,2307,"UA",117,"N524UA",285,262,235,24,1,"ORD","SEA",1721,7,43,0,"",0,0,0,24,0,0,121526343,"2008/6/27"
2008,6,28,6,2009,2000,2218,2222,"UA",117,"N585UA",249,262,233,-4,9,"ORD","SEA",1721,4,12,0,"",0,NA,NA,NA,NA,NA,121526344,"2008/6/28"
2008,6,29,7,NA,2045,NA,2307,"UA",117,"",NA,262,NA,NA,NA,"ORD","SEA",1721,NA,NA,1,"A",0,NA,NA,NA,NA,NA,121526345,"2008/6/29"
2008,6,30,1,2049,2045,2300,2307,"UA",117,"N570UA",251,262,223,-7,4,"ORD","SEA",1721,4,24,0,"",0,NA,NA,NA,NA,NA,121526346,"2008/6/30"
2008,6,1,7,1227,1220,1444,1441,"UA",121,"N586UA",257,261,238,3,7,"ORD","LAX",1745,6,13,0,"",0,NA,NA,NA,NA,NA,121526429,"2008/6/1"
2008,6,2,1,1228,1225,1454,1446,"UA",121,"N578UA",266,261,242,8,3,"ORD","LAX",1745,5,19,0,"",0,NA,NA,NA,NA,NA,121526430,"2008/6/2"
2008,6,3,2,1254,1225,1538,1446,"UA",121,"N516UA",284,261,254,52,29,"ORD","LAX",1745,9,21,0,"",0,0,29,23,0,0,121526431,"2008/6/3"
2008,6,4,3,1234,1225,1507,1446,"UA",121,"N536UA",273,261,250,21,9,"ORD","LAX",1745,10,13,0,"",0,9,0,12,0,0,121526432,"2008/6/4"
2008,6,5,4,1453,1228,1736,1439,"UA",121,"N501UA",283,251,266,177,145,"ORD","LAX",1745,5,12,0,"",0,29,0,32,0,116,121526433,"2008/6/5"
2008,6,6,5,1226,1228,1458,1439,"UA",121,"N537UA",272,251,235,19,-2,"ORD","LAX",1745,8,29,0,"",0,0,0,19,0,0,121526434,"2008/6/6"
2008,6,7,6,1306,1220,1610,1434,"UA",121,"N423UA",304,254,244,96,46,"ORD","LAX",1745,12,48,0,"",0,15,0,50,0,31,121526435,"2008/6/7"
2008,6,8,7,1231,1227,1646,1438,"UA",121,"N522UA",375,251,246,128,4,"ORD","LAX",1745,9,120,0,"",0,0,0,128,0,0,121526436,"2008/6/8"
2008,6,9,1,1251,1228,1503,1439,"UA",121,"N551UA",252,251,232,24,23,"ORD","LAX",1745,6,14,0,"",0,23,0,1,0,0,121526437,"2008/6/9"
2008,6,10,2,1229,1228,1454,1439,"UA",121,"N571UA",265,251,244,15,1,"ORD","LAX",1745,8,13,0,"",0,0,0,15,0,0,121526438,"2008/6/10"
2008,6,11,3,1232,1228,1522,1439,"UA",121,"N573UA",290,251,260,43,4,"ORD","LAX",1745,6,24,0,"",0,0,0,43,0,0,121526439,"2008/6/11"
2008,6,12,4,1241,1228,1528,1439,"UA",121,"N564UA",287,251,258,49,13,"ORD","LAX",1745,11,18,0,"",0,13,0,36,0,0,121526440,"2008/6/12"
2008,6,13,5,1429,1228,1654,1439,"UA",121,"N526UA",265,251,242,135,121,"ORD","LAX",1745,3,20,0,"",0,99,0,14,0,22,121526441,"2008/6/13"
2008,6,14,6,1217,1220,1502,1434,"UA",121,"N454UA",285,254,234,28,-3,"ORD","LAX",1745,7,44,0,"",0,0,0,28,0,0,121526442,"2008/6/14"
2008,6,15,7,1313,1227,1546,1438,"UA",121,"N565UA",273,251,235,68,46,"ORD","LAX",1745,6,32,0,"",0,16,0,22,0,30,121526443,"2008/6/15"
2008,6,16,1,1227,1228,1558,1439,"UA",121,"N559UA",331,251,248,79,-1,"ORD","LAX",1745,6,77,0,"",0,0,0,79,0,0,121526444,"2008/6/16"
2008,6,17,2,1226,1228,1443,1439,"UA",121,"N566UA",257,251,240,4,-2,"ORD","LAX",1745,3,14,0,"",0,NA,NA,NA,NA,NA,121526445,"2008/6/17"
2008,6,18,3,1228,1228,1444,1439,"UA",121,"N571UA",256,251,233,5,0,"ORD","LAX",1745,8,15,0,"",0,NA,NA,NA,NA,NA,121526446,"2008/6/18"
2008,6,19,4,1224,1228,1456,1439,"UA",121,"N539UA",272,251,245,17,-4,"ORD","LAX",1745,8,19,0,"",0,0,0,17,0,0,121526447,"2008/6/19"
2008,6,20,5,1233,1228,1526,1439,"UA",121,"N533UA",293,251,234,47,5,"ORD","LAX",1745,8,51,0,"",0,0,0,47,0,0,121526448,"2008/6/20"
2008,6,21,6,1218,1220,1428,1434,"UA",121,"N422UA",250,254,228,-6,-2,"ORD","LAX",1745,7,15,0,"",0,NA,NA,NA,NA,NA,121526449,"2008/6/21"
2008,6,22,7,1238,1227,1447,1438,"UA",121,"N533UA",249,251,227,9,11,"ORD","LAX",1745,9,13,0,"",0,NA,NA,NA,NA,NA,121526450,"2008/6/22"
2008,6,23,1,1529,1228,1742,1439,"UA",121,"N553UA",253,251,231,183,181,"ORD","LAX",1745,8,14,0,"",0,151,0,2,0,30,121526451,"2008/6/23"
2008,6,24,2,1230,1228,1434,1439,"UA",121,"N523UA",244,251,227,-5,2,"ORD","LAX",1745,6,11,0,"",0,NA,NA,NA,NA,NA,121526452,"2008/6/24"
2008,6,25,3,1224,1228,1439,1439,"UA",121,"N568UA",255,251,224,0,-4,"ORD","LAX",1745,5,26,0,"",0,NA,NA,NA,NA,NA,121526453,"2008/6/25"
2008,6,26,4,1257,1228,1510,1439,"UA",121,"N528UA",253,251,226,31,29,"ORD","LAX",1745,5,22,0,"",0,7,0,2,0,22,121526454,"2008/6/26"
2008,6,27,5,1707,1228,1931,1439,"UA",121,"N538UA",264,251,227,292,279,"ORD","LAX",1745,5,32,0,"",0,279,0,13,0,0,121526455,"2008/6/27"
2008,6,28,6,1218,1220,1429,1434,"UA",121,"N433UA",251,254,231,-5,-2,"ORD","LAX",1745,8,12,0,"",0,NA,NA,NA,NA,NA,121526456,"2008/6/28"
2008,6,29,7,NA,1227,NA,1438,"UA",121,"",NA,251,NA,NA,NA,"ORD","LAX",1745,NA,NA,1,"A",0,NA,NA,NA,NA,NA,121526457,"2008/6/29"
2008,6,30,1,1228,1228,1434,1439,"UA",121,"N549UA",246,251,221,-5,0,"ORD","LAX",1745,12,13,0,"",0,NA,NA,NA,NA,NA,121526458,"2008/6/30"
2008,6,5,4,937,937,1247,1311,"UA",125,"N584UA",370,394,348,-24,0,"ORD","ANC",2846,7,15,0,"",0,NA,NA,NA,NA,NA,121526541,"2008/6/5"
2008,6,6,5,936,937,1228,1311,"UA",125,"N530UA",352,394,326,-43,-1,"ORD","ANC",2846,7,19,0,"",0,NA,NA,NA,NA,NA,121526542,"2008/6/6"
2008,6,7,6,946,945,1300,1319,"UA",125,"N535UA",374,394,351,-19,1,"ORD","ANC",2846,7,16,0,"",0,NA,NA,NA,NA,NA,121526543,"2008/6/7"
2008,6,8,7,1018,937,1423,1311,"UA",125,"N509UA",425,394,364,72,41,"ORD","ANC",2846,5,56,0,"",0,41,0,31,0,0,121526544,"2008/6/8"
2008,6,9,1,1026,937,1329,1311,"UA",125,"N530UA",363,394,334,18,49,"ORD","ANC",2846,4,25,0,"",0,3,0,0,0,15,121526545,"2008/6/9"
2008,6,10,2,940,937,1257,1311,"UA",125,"N531UA",377,394,359,-14,3,"ORD","ANC",2846,3,15,0,"",0,NA,NA,NA,NA,NA,121526546,"2008/6/10"
2008,6,11,3,1222,937,1548,1311,"UA",125,"N536UA",386,394,347,157,165,"ORD","ANC",2846,3,36,0,"",0,157,0,0,0,0,121526547,"2008/6/11"
2008,6,12,4,944,937,1300,1311,"UA",125,"N515UA",376,394,344,-11,7,"ORD","ANC",2846,3,29,0,"",0,NA,NA,NA,NA,NA,121526548,"2008/6/12"
2008,6,13,5,1132,937,1444,1311,"UA",125,"N594UA",372,394,346,93,115,"ORD","ANC",2846,5,21,0,"",0,15,0,0,0,78,121526549,"2008/6/13"
2008,6,14,6,946,945,1317,1319,"UA",125,"N527UA",391,394,369,-2,1,"ORD","ANC",2846,4,18,0,"",0,NA,NA,NA,NA,NA,121526550,"2008/6/14"
2008,6,15,7,1013,937,1354,1311,"UA",125,"N572UA",401,394,361,43,36,"ORD","ANC",2846,3,37,0,"",0,0,0,7,0,36,121526551,"2008/6/15"
2008,6,16,1,1025,937,1352,1311,"UA",125,"N556UA",387,394,361,41,48,"ORD","ANC",2846,7,19,0,"",0,0,0,0,0,41,121526552,"2008/6/16"
2008,6,17,2,946,937,1323,1311,"UA",125,"N527UA",397,394,380,12,9,"ORD","ANC",2846,7,10,0,"",0,NA,NA,NA,NA,NA,121526553,"2008/6/17"
2008,6,18,3,937,937,1303,1311,"UA",125,"N583UA",386,394,365,-8,0,"ORD","ANC",2846,8,13,0,"",0,NA,NA,NA,NA,NA,121526554,"2008/6/18"
2008,6,19,4,937,937,1241,1311,"UA",125,"N540UA",364,394,347,-30,0,"ORD","ANC",2846,6,11,0,"",0,NA,NA,NA,NA,NA,121526555,"2008/6/19"
2008,6,20,5,936,937,1247,1311,"UA",125,"N561UA",371,394,352,-24,-1,"ORD","ANC",2846,6,13,0,"",0,NA,NA,NA,NA,NA,121526556,"2008/6/20"
2008,6,21,6,1007,945,1331,1319,"UA",125,"N521UA",384,394,358,12,22,"ORD","ANC",2846,7,19,0,"",0,NA,NA,NA,NA,NA,121526557,"2008/6/21"
2008,6,22,7,942,937,1256,1311,"UA",125,"N553UA",374,394,351,-15,5,"ORD","ANC",2846,6,17,0,"",0,NA,NA,NA,NA,NA,121526558,"2008/6/22"
2008,6,23,1,1008,937,1301,1311,"UA",125,"N539UA",353,394,333,-10,31,"ORD","ANC",2846,6,14,0,"",0,NA,NA,NA,NA,NA,121526559,"2008/6/23"
2008,6,24,2,939,937,1255,1311,"UA",125,"N511UA",376,394,358,-16,2,"ORD","ANC",2846,5,13,0,"",0,NA,NA,NA,NA,NA,121526560,"2008/6/24"
2008,6,25,3,940,937,1253,1311,"UA",125,"N582UA",373,394,348,-18,3,"ORD","ANC",2846,7,18,0,"",0,NA,NA,NA,NA,NA,121526561,"2008/6/25"
2008,6,26,4,936,937,1257,1311,"UA",125,"N519UA",381,394,356,-14,-1,"ORD","ANC",2846,6,19,0,"",0,NA,NA,NA,NA,NA,121526562,"2008/6/26"
2008,6,27,5,937,937,1301,1311,"UA",125,"N572UA",384,394,363,-10,0,"ORD","ANC",2846,5,16,0,"",0,NA,NA,NA,NA,NA,121526563,"2008/6/27"
2008,6,28,6,1012,945,1332,1319,"UA",125,"N562UA",380,394,357,13,27,"ORD","ANC",2846,6,17,0,"",0,NA,NA,NA,NA,NA,121526564,"2008/6/28"
2008,6,29,7,947,937,1400,1311,"UA",125,"N585UA",433,394,409,49,10,"ORD","ANC",2846,9,15,0,"",0,10,0,39,0,0,121526565,"2008/6/29"
2008,6,30,1,937,937,1308,1311,"UA",125,"N582UA",391,394,371,-3,0,"ORD","ANC",2846,7,13,0,"",0,NA,NA,NA,NA,NA,121526566,"2008/6/30"
2008,6,1,7,2143,2140,2354,1,"UA",125,"N529UA",251,261,235,-7,3,"ORD","LAX",1745,6,10,0,"",0,NA,NA,NA,NA,NA,121526567,"2008/6/1"
2008,6,1,7,1842,1835,2101,2056,"UA",127,"N524UA",259,261,235,5,7,"ORD","LAX",1745,11,13,0,"",0,NA,NA,NA,NA,NA,121526628,"2008/6/1"
2008,6,2,1,1837,1840,2115,2101,"UA",127,"N585UA",278,261,246,14,-3,"ORD","LAX",1745,7,25,0,"",0,NA,NA,NA,NA,NA,121526629,"2008/6/2"
2008,6,3,2,1903,1840,2143,2101,"UA",127,"N561UA",280,261,243,42,23,"ORD","LAX",1745,10,27,0,"",0,0,0,19,0,23,121526630,"2008/6/3"
2008,6,4,3,1903,1840,2152,2101,"UA",127,"N513UA",289,261,262,51,23,"ORD","LAX",1745,9,18,0,"",0,0,0,28,0,23,121526631,"2008/6/4"
2008,6,5,4,1856,1844,2105,2105,"UA",127,"N426UA",249,261,226,0,12,"ORD","LAX",1745,4,19,0,"",0,NA,NA,NA,NA,NA,121526632,"2008/6/5"
2008,6,6,5,1957,1855,2220,2113,"UA",127,"N570UA",263,258,229,67,62,"ORD","LAX",1745,16,18,0,"",0,0,0,7,0,60,121526633,"2008/6/6"
2008,6,7,6,1932,1842,2150,2100,"UA",127,"N514UA",258,258,227,50,50,"ORD","LAX",1745,8,23,0,"",0,0,50,0,0,0,121526634,"2008/6/7"
2008,6,8,7,2021,1838,2326,2059,"UA",127,"N463UA",305,261,272,147,103,"ORD","LAX",1745,9,24,0,"",0,95,0,44,0,8,121526635,"2008/6/8"
2008,6,9,1,1846,1844,2114,2105,"UA",127,"N425UA",268,261,238,9,2,"ORD","LAX",1745,7,23,0,"",0,NA,NA,NA,NA,NA,121526636,"2008/6/9"
2008,6,10,2,1843,1844,2058,2105,"UA",127,"N462UA",255,261,230,-7,-1,"ORD","LAX",1745,7,18,0,"",0,NA,NA,NA,NA,NA,121526637,"2008/6/10"
2008,6,11,3,1845,1844,2229,2105,"UA",127,"N429UA",344,261,259,84,1,"ORD","LAX",1745,5,80,0,"",0,0,0,84,0,0,121526638,"2008/6/11"
2008,6,12,4,1842,1844,2131,2105,"UA",127,"N410UA",289,261,257,26,-2,"ORD","LAX",1745,6,26,0,"",0,0,0,26,0,0,121526639,"2008/6/12"
2008,6,13,5,1903,1855,2131,2113,"UA",127,"N514UA",268,258,238,18,8,"ORD","LAX",1745,6,24,0,"",0,0,0,12,0,6,121526640,"2008/6/13"
2008,6,14,6,1849,1842,2143,2100,"UA",127,"N580UA",294,258,259,43,7,"ORD","LAX",1745,8,27,0,"",0,7,0,36,0,0,121526641,"2008/6/14"
2008,6,15,7,2040,1838,2304,2059,"UA",127,"N411UA",264,261,231,125,122,"ORD","LAX",1745,11,22,0,"",0,13,0,3,0,109,121526642,"2008/6/15"
2008,6,16,1,1903,1844,2129,2105,"UA",127,"N430UA",266,261,237,24,19,"ORD","LAX",1745,12,17,0,"",0,19,0,5,0,0,121526643,"2008/6/16"
2008,6,17,2,1855,1844,2057,2105,"UA",127,"N416UA",242,261,222,-8,11,"ORD","LAX",1745,8,12,0,"",0,NA,NA,NA,NA,NA,121526644,"2008/6/17"
2008,6,18,3,1848,1844,2107,2105,"UA",127,"N412UA",259,261,242,2,4,"ORD","LAX",1745,8,9,0,"",0,NA,NA,NA,NA,NA,121526645,"2008/6/18"
2008,6,19,4,1921,1844,2142,2105,"UA",127,"N422UA",261,261,234,37,37,"ORD","LAX",1745,11,16,0,"",0,18,0,0,0,19,121526646,"2008/6/19"
2008,6,20,5,1943,1855,2209,2113,"UA",127,"N524UA",266,258,240,56,48,"ORD","LAX",1745,5,21,0,"",0,0,0,8,0,48,121526647,"2008/6/20"
2008,6,21,6,1839,1842,2044,2100,"UA",127,"N531UA",245,258,227,-16,-3,"ORD","LAX",1745,3,15,0,"",0,NA,NA,NA,NA,NA,121526648,"2008/6/21"
2008,6,22,7,1932,1838,2210,2059,"UA",127,"N410UA",278,261,224,71,54,"ORD","LAX",1745,26,28,0,"",0,8,0,17,0,46,121526649,"2008/6/22"
2008,6,23,1,1850,1844,2100,2105,"UA",127,"N464UA",250,261,227,-5,6,"ORD","LAX",1745,11,12,0,"",0,NA,NA,NA,NA,NA,121526650,"2008/6/23"
2008,6,24,2,1853,1844,2119,2105,"UA",127,"N404UA",266,261,230,14,9,"ORD","LAX",1745,10,26,0,"",0,NA,NA,NA,NA,NA,121526651,"2008/6/24"
2008,6,25,3,1840,1844,2050,2105,"UA",127,"N424UA",250,261,226,-15,-4,"ORD","LAX",1745,13,11,0,"",0,NA,NA,NA,NA,NA,121526652,"2008/6/25"
2008,6,26,4,1849,1844,2143,2105,"UA",127,"N417UA",294,261,239,38,5,"ORD","LAX",1745,6,49,0,"",0,0,0,38,0,0,121526653,"2008/6/26"
2008,6,27,5,NA,1855,NA,2113,"UA",127,"",NA,258,NA,NA,NA,"ORD","LAX",1745,NA,NA,1,"A",0,NA,NA,NA,NA,NA,121526654,"2008/6/27"
2008,6,28,6,1853,1842,2103,2100,"UA",127,"N593UA",250,258,234,3,11,"ORD","LAX",1745,8,8,0,"",0,NA,NA,NA,NA,NA,121526655,"2008/6/28"
2008,6,29,7,2030,1838,2246,2059,"UA",127,"N478UA",256,261,224,107,112,"ORD","LAX",1745,10,22,0,"",0,9,0,0,0,98,121526656,"2008/6/29"
2008,6,30,1,1901,1844,2059,2105,"UA",127,"N431UA",238,261,221,-6,17,"ORD","LAX",1745,4,13,0,"",0,NA,NA,NA,NA,NA,121526657,"2008/6/30"
2008,6,2,1,656,655,954,952,"UA",128,"N531UA",118,117,90,2,1,"ORD","PHL",678,4,24,0,"",0,NA,NA,NA,NA,NA,121526658,"2008/6/2"
2008,6,3,2,655,700,941,959,"UA",128,"N309UA",106,119,90,-18,-5,"ORD","PHL",678,3,13,0,"",0,NA,NA,NA,NA,NA,121526659,"2008/6/3"
2008,6,4,3,727,700,1033,959,"UA",128,"N306UA",126,119,95,34,27,"ORD","PHL",678,7,24,0,"",0,0,0,34,0,0,121526660,"2008/6/4"
2008,6,5,4,650,648,957,952,"UA",128,"N435UA",127,124,90,5,2,"ORD","PHL",678,8,29,0,"",0,NA,NA,NA,NA,NA,121526661,"2008/6/5"
2008,6,6,5,645,648,941,952,"UA",128,"N437UA",116,124,97,-11,-3,"ORD","PHL",678,4,15,0,"",0,NA,NA,NA,NA,NA,121526662,"2008/6/6"
2008,6,7,6,803,652,1111,956,"UA",128,"N819UA",128,124,101,75,71,"ORD","PHL",678,7,20,0,"",0,0,0,75,0,0,121526663,"2008/6/7"
2008,6,8,7,652,653,943,957,"UA",128,"N436UA",111,124,91,-14,-1,"ORD","PHL",678,4,16,0,"",0,NA,NA,NA,NA,NA,121526664,"2008/6/8"
2008,6,9,1,648,648,937,952,"UA",128,"N466UA",109,124,88,-15,0,"ORD","PHL",678,6,15,0,"",0,NA,NA,NA,NA,NA,121526665,"2008/6/9"
2008,6,10,2,647,648,938,952,"UA",128,"N421UA",111,124,91,-14,-1,"ORD","PHL",678,4,16,0,"",0,NA,NA,NA,NA,NA,121526666,"2008/6/10"
2008,6,11,3,646,648,935,952,"UA",128,"N420UA",109,124,89,-17,-2,"ORD","PHL",678,4,16,0,"",0,NA,NA,NA,NA,NA,121526667,"2008/6/11"
2008,6,12,4,642,648,931,952,"UA",128,"N421UA",109,124,93,-21,-6,"ORD","PHL",678,5,11,0,"",0,NA,NA,NA,NA,NA,121526668,"2008/6/12"
2008,6,13,5,645,648,940,952,"UA",128,"N412UA",115,124,91,-12,-3,"ORD","PHL",678,4,20,0,"",0,NA,NA,NA,NA,NA,121526669,"2008/6/13"
2008,6,14,6,648,652,948,956,"UA",128,"N804UA",120,124,91,-8,-4,"ORD","PHL",678,13,16,0,"",0,NA,NA,NA,NA,NA,121526670,"2008/6/14"
2008,6,15,7,706,653,1004,957,"UA",128,"N463UA",118,124,95,7,13,"ORD","PHL",678,5,18,0,"",0,NA,NA,NA,NA,NA,121526671,"2008/6/15"
2008,6,16,1,757,648,1048,952,"UA",128,"N435UA",111,124,90,56,69,"ORD","PHL",678,4,17,0,"",0,56,0,0,0,0,121526672,"2008/6/16"
2008,6,17,2,646,648,939,952,"UA",128,"N854UA",113,124,89,-13,-2,"ORD","PHL",678,6,18,0,"",0,NA,NA,NA,NA,NA,121526673,"2008/6/17"
2008,6,18,3,646,648,932,952,"UA",128,"N466UA",106,124,88,-20,-2,"ORD","PHL",678,5,13,0,"",0,NA,NA,NA,NA,NA,121526674,"2008/6/18"
2008,6,19,4,647,648,939,952,"UA",128,"N832UA",112,124,89,-13,-1,"ORD","PHL",678,9,14,0,"",0,NA,NA,NA,NA,NA,121526675,"2008/6/19"
2008,6,20,5,643,648,949,952,"UA",128,"N850UA",126,124,96,-3,-5,"ORD","PHL",678,7,23,0,"",0,NA,NA,NA,NA,NA,121526676,"2008/6/20"
2008,6,21,6,714,652,1009,956,"UA",128,"N818UA",115,124,93,13,22,"ORD","PHL",678,9,13,0,"",0,NA,NA,NA,NA,NA,121526677,"2008/6/21"
2008,6,22,7,649,652,954,956,"UA",128,"N466UA",125,124,94,-2,-3,"ORD","PHL",678,13,18,0,"",0,NA,NA,NA,NA,NA,121526678,"2008/6/22"
2008,6,23,1,744,648,1050,952,"UA",128,"N845UA",126,124,103,58,56,"ORD","PHL",678,7,16,0,"",0,0,0,2,0,56,121526679,"2008/6/23"
2008,6,24,2,647,648,940,952,"UA",128,"N455UA",113,124,91,-12,-1,"ORD","PHL",678,7,15,0,"",0,NA,NA,NA,NA,NA,121526680,"2008/6/24"
2008,6,25,3,651,648,942,952,"UA",128,"N468UA",111,124,91,-10,3,"ORD","PHL",678,7,13,0,"",0,NA,NA,NA,NA,NA,121526681,"2008/6/25"
2008,6,26,4,648,648,952,952,"UA",128,"N454UA",124,124,92,0,0,"ORD","PHL",678,11,21,0,"",0,NA,NA,NA,NA,NA,121526682,"2008/6/26"
2008,6,27,5,646,648,935,952,"UA",128,"N415UA",109,124,92,-17,-2,"ORD","PHL",678,7,10,0,"",0,NA,NA,NA,NA,NA,121526683,"2008/6/27"
2008,6,28,6,656,652,943,956,"UA",128,"N824UA",107,124,90,-13,4,"ORD","PHL",678,5,12,0,"",0,NA,NA,NA,NA,NA,121526684,"2008/6/28"
2008,6,29,7,650,652,939,956,"UA",128,"N416UA",109,124,90,-17,-2,"ORD","PHL",678,5,14,0,"",0,NA,NA,NA,NA,NA,121526685,"2008/6/29"
2008,6,30,1,648,648,937,952,"UA",128,"N454UA",109,124,91,-15,0,"ORD","PHL",678,6,12,0,"",0,NA,NA,NA,NA,NA,121526686,"2008/6/30"
2008,6,1,7,2112,2042,2343,2303,"UA",129,"N669UA",271,261,248,40,30,"ORD","LAX",1745,10,13,0,"",0,6,0,10,0,24,121526715,"2008/6/1"
2008,6,2,1,2105,2059,2333,2320,"UA",129,"N667UA",268,261,240,13,6,"ORD","LAX",1745,10,18,0,"",0,NA,NA,NA,NA,NA,121526716,"2008/6/2"
2008,6,3,2,2223,2059,142,2320,"UA",129,"N675UA",319,261,255,142,84,"ORD","LAX",1745,10,54,0,"",0,11,0,58,0,73,121526717,"2008/6/3"
2008,6,4,3,2123,2059,23,2320,"UA",129,"N677UA",300,261,245,63,24,"ORD","LAX",1745,7,48,0,"",0,13,0,39,0,11,121526718,"2008/6/4"
2008,6,5,4,2010,2010,2235,2231,"UA",129,"N422UA",265,261,232,4,0,"ORD","LAX",1745,14,19,0,"",0,NA,NA,NA,NA,NA,121526719,"2008/6/5"
2008,6,6,5,NA,2010,NA,2231,"UA",129,"",NA,261,NA,NA,NA,"ORD","LAX",1745,NA,NA,1,"C",0,NA,NA,NA,NA,NA,121526720,"2008/6/6"
2008,6,7,6,2357,2010,214,2228,"UA",129,"N670UA",257,258,237,226,227,"ORD","LAX",1745,9,11,0,"",0,196,0,0,0,30,121526721,"2008/6/7"
2008,6,8,7,2132,2012,104,2233,"UA",129,"N431UA",332,261,299,151,80,"ORD","LAX",1745,8,25,0,"",0,80,0,71,0,0,121526722,"2008/6/8"
2008,6,9,1,2045,2010,2307,2231,"UA",129,"N404UA",262,261,233,36,35,"ORD","LAX",1745,6,23,0,"",0,35,0,1,0,0,121526723,"2008/6/9"
2008,6,10,2,2136,2010,24,2231,"UA",129,"N426UA",288,261,258,113,86,"ORD","LAX",1745,12,18,0,"",0,11,0,27,0,75,121526724,"2008/6/10"
2008,6,11,3,2015,2010,2355,2231,"UA",129,"N437UA",340,261,249,84,5,"ORD","LAX",1745,13,78,0,"",0,0,0,84,0,0,121526725,"2008/6/11"
2008,6,12,4,2012,2010,2334,2231,"UA",129,"N457UA",322,261,259,63,2,"ORD","LAX",1745,12,51,0,"",0,0,0,61,0,2,121526726,"2008/6/12"
2008,6,13,5,2202,2010,26,2231,"UA",129,"N835UA",264,261,235,115,112,"ORD","LAX",1745,12,17,0,"",0,6,0,3,0,106,121526727,"2008/6/13"
2008,6,14,6,2018,2010,2231,2228,"UA",129,"N670UA",253,258,227,3,8,"ORD","LAX",1745,17,9,0,"",0,NA,NA,NA,NA,NA,121526728,"2008/6/14"
2008,6,15,7,2227,2012,53,2233,"UA",129,"N409UA",266,261,244,140,135,"ORD","LAX",1745,8,14,0,"",0,61,0,5,0,74,121526729,"2008/6/15"
2008,6,16,1,2008,2010,2244,2231,"UA",129,"N463UA",276,261,237,13,-2,"ORD","LAX",1745,7,32,0,"",0,NA,NA,NA,NA,NA,121526730,"2008/6/16"
2008,6,17,2,2129,2010,2343,2231,"UA",129,"N830UA",254,261,235,72,79,"ORD","LAX",1745,3,16,0,"",0,0,0,0,0,72,121526731,"2008/6/17"
2008,6,18,3,2019,2010,2246,2231,"UA",129,"N456UA",267,261,238,15,9,"ORD","LAX",1745,15,14,0,"",0,9,0,6,0,0,121526732,"2008/6/18"
2008,6,19,4,2011,2010,2251,2231,"UA",129,"N432UA",280,261,246,20,1,"ORD","LAX",1745,14,20,0,"",0,0,0,20,0,0,121526733,"2008/6/19"
2008,6,20,5,2043,2010,2306,2231,"UA",129,"N443UA",263,261,230,35,33,"ORD","LAX",1745,10,23,0,"",0,0,0,2,0,33,121526734,"2008/6/20"
2008,6,21,6,2013,2010,2221,2228,"UA",129,"N677UA",248,258,225,-7,3,"ORD","LAX",1745,5,18,0,"",0,NA,NA,NA,NA,NA,121526735,"2008/6/21"
2008,6,22,7,2202,2012,34,2233,"UA",129,"N405UA",272,261,233,121,110,"ORD","LAX",1745,11,28,0,"",0,71,0,11,0,39,121526736,"2008/6/22"
2008,6,24,2,2204,2010,28,2231,"UA",129,"N410UA",264,261,232,117,114,"ORD","LAX",1745,17,15,0,"",0,79,0,3,0,35,121526737,"2008/6/24"
2008,6,25,3,2350,2010,216,2231,"UA",129,"N411UA",266,261,241,225,220,"ORD","LAX",1745,7,18,0,"",0,78,0,5,0,142,121526738,"2008/6/25"
2008,6,26,4,2018,2010,2309,2231,"UA",129,"N463UA",291,261,239,38,8,"ORD","LAX",1745,7,45,0,"",0,8,0,30,0,0,121526739,"2008/6/26"
2008,6,27,5,2035,2010,2259,2231,"UA",129,"N432UA",264,261,222,28,25,"ORD","LAX",1745,6,36,0,"",0,8,0,3,0,17,121526740,"2008/6/27"
2008,6,28,6,2213,2010,38,2228,"UA",129,"N673UA",265,258,229,130,123,"ORD","LAX",1745,15,21,0,"",0,34,0,7,0,89,121526741,"2008/6/28"
2008,6,29,7,2258,2012,106,2233,"UA",129,"N416UA",248,261,222,153,166,"ORD","LAX",1745,9,17,0,"",0,8,0,0,0,145,121526742,"2008/6/29"
